Id,Gen_sp,Habitat,Plot,Flower_density,Flower_species,Start_time,Finish_time,Date,Site,Corridor,Notes,Round,Highest_temp,Lowest_temperature
382,Bombus_spp,Semi_natural_grasslands,5,61%_plus,Trifolium_pratense,11:40,12:15,22/07/14,Ingvasta,No,NA,1,28,12
383,Bombus_spp,Semi_natural_grasslands,5,61%_plus,Trifolium_pratense,11:40,12:15,22/07/14,Ingvasta,No,NA,1,28,12
384,Bombus_spp,Semi_natural_grasslands,5,61%_plus,Trifolium_pratense,11:40,12:15,22/07/14,Ingvasta,No,NA,1,28,12
385,Bombus_spp,Semi_natural_grasslands,5,61%_plus,Trifolium_pratense,11:40,12:15,22/07/14,Ingvasta,No,NA,1,28,12
386,Bombus_spp,Semi_natural_grasslands,5,61%_plus,Trifolium_pratense,11:40,12:15,22/07/14,Ingvasta,No,NA,1,28,12
387,Bombus_spp,Semi_natural_grasslands,5,61%_plus,Trifolium_pratense,11:40,12:15,22/07/14,Ingvasta,No,NA,1,28,12
388,Bombus_spp,Semi_natural_grasslands,5,61%_plus,Trifolium_pratense,11:40,12:15,22/07/14,Ingvasta,No,NA,1,28,12
389,Bombus_spp,Semi_natural_grasslands,5,61%_plus,Trifolium_pratense,11:40,12:15,22/07/14,Ingvasta,No,NA,1,28,12
390,Bombus_subterraneus,Semi_natural_grasslands,5,61%_plus,Trifolium_pratense,11:40,12:15,22/07/14,Ingvasta,No,NA,1,28,12
391,Bombus_subterraneus,Semi_natural_grasslands,5,61%_plus,Trifolium_pratense,11:40,12:15,22/07/14,Ingvasta,No,NA,1,28,12
392,Bombus_subterraneus,Semi_natural_grasslands,5,61%_plus,Trifolium_pratense,11:40,12:15,22/07/14,Ingvasta,No,NA,1,28,12
393,Bombus_subterraneus,Semi_natural_grasslands,5,61%_plus,Trifolium_pratense,11:40,12:15,22/07/14,Ingvasta,No,NA,1,28,12
394,Bombus_pascuorum,Semi_natural_grasslands,5,61%_plus,Trifolium_pratense,11:40,12:15,22/07/14,Ingvasta,No,NA,1,28,12
395,Bombus_pascuorum,Semi_natural_grasslands,5,61%_plus,Trifolium_pratense,11:40,12:15,22/07/14,Ingvasta,No,NA,1,28,12
396,Bombus_pascuorum,Semi_natural_grasslands,5,61%_plus,Trifolium_pratense,11:40,12:15,22/07/14,Ingvasta,No,NA,1,28,12
397,Bombus_pascuorum,Semi_natural_grasslands,5,61%_plus,Trifolium_pratense,11:40,12:15,22/07/14,Ingvasta,No,NA,1,28,12
398,Bombus_pascuorum,Semi_natural_grasslands,5,61%_plus,Trifolium_pratense,11:40,12:15,22/07/14,Ingvasta,No,NA,1,28,12
399,Bombus_pascuorum,Semi_natural_grasslands,5,61%_plus,Trifolium_pratense,11:40,12:15,22/07/14,Ingvasta,No,NA,1,28,12
400,Bombus_pascuorum,Semi_natural_grasslands,5,61%_plus,Trifolium_pratense,11:40,12:15,22/07/14,Ingvasta,No,NA,1,28,12
401,Bombus_pascuorum,Semi_natural_grasslands,5,61%_plus,Trifolium_pratense,11:40,12:15,22/07/14,Ingvasta,No,NA,1,28,12
402,Bombus_pascuorum,Semi_natural_grasslands,5,61%_plus,Trifolium_pratense,11:40,12:15,22/07/14,Ingvasta,No,NA,1,28,12
403,Bombus_pascuorum,Semi_natural_grasslands,5,61%_plus,Trifolium_pratense,11:40,12:15,22/07/14,Ingvasta,No,NA,1,28,12
404,Bombus_pascuorum,Semi_natural_grasslands,5,61%_plus,Trifolium_pratense,11:40,12:15,22/07/14,Ingvasta,No,NA,1,28,12
405,Bombus_soroeensis,Semi_natural_grasslands,5,61%_plus,Trifolium_pratense,11:40,12:15,22/07/14,Ingvasta,No,NA,1,28,12
406,Bombus_soroeensis,Semi_natural_grasslands,5,61%_plus,Trifolium_pratense,11:40,12:15,22/07/14,Ingvasta,No,NA,1,28,12
407,Bombus_soroeensis,Semi_natural_grasslands,5,61%_plus,Trifolium_pratense,11:40,12:15,22/07/14,Ingvasta,No,NA,1,28,12
408,Bombus_soroeensis,Semi_natural_grasslands,5,61%_plus,Trifolium_pratense,11:40,12:15,22/07/14,Ingvasta,No,NA,1,28,12
409,Bombus_soroeensis,Semi_natural_grasslands,5,61%_plus,Trifolium_pratense,11:40,12:15,22/07/14,Ingvasta,No,NA,1,28,12
410,Bombus_soroeensis,Semi_natural_grasslands,5,61%_plus,Trifolium_pratense,11:40,12:15,22/07/14,Ingvasta,No,NA,1,28,12
411,Bombus_hortorum,Semi_natural_grasslands,5,61%_plus,Trifolium_pratense,11:40,12:15,22/07/14,Ingvasta,No,NA,1,28,12
412,Bombus_rupestris,Semi_natural_grasslands,5,61%_plus,Trifolium_pratense,11:40,12:15,22/07/14,Ingvasta,No,NA,1,28,12
413,Bombus_rupestris,Semi_natural_grasslands,5,61%_plus,Trifolium_pratense,11:40,12:15,22/07/14,Ingvasta,No,NA,1,28,12
414,Bombus_rupestris,Semi_natural_grasslands,5,61%_plus,Trifolium_pratense,11:40,12:15,22/07/14,Ingvasta,No,NA,1,28,12
415,Bombus_rupestris,Semi_natural_grasslands,5,61%_plus,Trifolium_pratense,11:40,12:15,22/07/14,Ingvasta,No,NA,1,28,12
416,Bombus_pascuorum,Forest,6,11-20%,Prunella_vulgaris,13:00,13:20,22/07/14,Ingvasta,No,NA,1,28,12
417,Bombus_spp,Forest,6,11-20%,Campanulaceae_rapunculoides,13:00,13:20,22/07/14,Ingvasta,No,NA,1,28,12
418,Bombus_spp,Forest,6,11-20%,Campanulaceae_rapunculoides,13:00,13:20,22/07/14,Ingvasta,No,NA,1,28,12
419,Bombus_pascuorum,Forest,6,11-20%,Campanulaceae_rapunculoides,13:00,13:20,22/07/14,Ingvasta,No,NA,1,28,12
420,Bombus_hypnorum,Forest,6,11-20%,Campanulaceae_rapunculoides,13:00,13:20,22/07/14,Ingvasta,No,NA,1,28,12
421,Bombus_hypnorum,Forest,6,11-20%,Campanulaceae_rapunculoides,13:00,13:20,22/07/14,Ingvasta,No,NA,1,28,12
422,Bombus_soroeensis,Forest,6,11-20%,Campanulaceae_rapunculoides,13:00,13:20,22/07/14,Ingvasta,No,NA,1,28,12
423,Bombus_pascuorum,Forest,6,11-20%,Trifolium_pratense,13:00,13:20,22/07/14,Ingvasta,No,NA,1,28,12
424,Bombus_hortorum,Forest,6,11-20%,Trifolium_pratense,13:00,13:20,22/07/14,Ingvasta,No,NA,1,28,12
425,Bombus_quadricolor,Forest,6,11-20%,Trifolium_repens,13:00,13:20,22/07/14,Ingvasta,No,NA,1,28,12
426,Bombus_hortorum,Forest,6,11-20%,Trifolium_repens,13:00,13:20,22/07/14,Ingvasta,No,NA,1,28,12
427,Bombus_terrestris,Forest,6,11-20%,Trifolium_repens,13:00,13:20,22/07/14,Ingvasta,No,"Id as Bombus_lucorum, using B. terrestris for constancy.",1,28,12
428,Bombus_pascuorum,Maintained_drain,7,1-5%,Trifolium_pratense,13:45,14:05,22/07/14,Ingvasta,No,NA,1,28,12
429,Bombus_barbutellus,Maintained_drain,7,1-5%,Trifolium_pratense,13:45,14:05,22/07/14,Ingvasta,No,NA,1,28,12
430,Bombus_pascuorum,Maintained_drain,7,1-5%,Trifolium_pratense,13:45,14:05,22/07/14,Ingvasta,No,NA,1,28,12
431,Bombus_pascuorum,Forest_grassland_boundary,8,1-5%,Trifolium_pratense,14:15,14:30,22/07/14,Ingvasta,No,NA,1,28,12
432,Bombus_lapidarius,Maintained_drain,1,41-60%,Centaurea_jacea,09:15,09:45,23/07/14,Golvsta,No,NA,1,30,11
433,Bombus_lapidarius,Maintained_drain,1,41-60%,Centaurea_jacea,09:15,09:45,23/07/14,Golvsta,No,NA,1,30,11
434,Bombus_rupestris,Maintained_drain,1,41-60%,Centaurea_jacea,09:15,09:45,23/07/14,Golvsta,No,NA,1,30,11
435,Bombus_rupestris,Maintained_drain,1,41-60%,Centaurea_jacea,09:15,09:45,23/07/14,Golvsta,No,NA,1,30,11
436,Bombus_rupestris,Maintained_drain,1,41-60%,Centaurea_jacea,09:15,09:45,23/07/14,Golvsta,No,NA,1,30,11
437,Bombus_rupestris,Maintained_drain,1,41-60%,Centaurea_jacea,09:15,09:45,23/07/14,Golvsta,No,NA,1,30,11
438,Bombus_rupestris,Maintained_drain,1,41-60%,Centaurea_jacea,09:15,09:45,23/07/14,Golvsta,No,NA,1,30,11
439,Bombus_rupestris,Maintained_drain,1,41-60%,Centaurea_jacea,09:15,09:45,23/07/14,Golvsta,No,NA,1,30,11
440,Bombus_spp,Maintained_drain,1,41-60%,Trifolium_hybridum_spp_hybridum,09:15,09:45,23/07/14,Golvsta,No,NA,1,30,11
441,Bombus_spp,Maintained_drain,1,41-60%,Trifolium_hybridum_spp_hybridum,09:15,09:45,23/07/14,Golvsta,No,NA,1,30,11
442,Bombus_subterraneus,Maintained_drain,1,41-60%,Trifolium_hybridum_spp_hybridum,09:15,09:45,23/07/14,Golvsta,No,NA,1,30,11
443,Bombus_subterraneus,Maintained_drain,1,41-60%,Trifolium_hybridum_spp_hybridum,09:15,09:45,23/07/14,Golvsta,No,NA,1,30,11
444,Bombus_soroeensis,Maintained_drain,1,41-60%,Trifolium_hybridum_spp_hybridum,09:15,09:45,23/07/14,Golvsta,No,NA,1,30,11
445,Bombus_soroeensis,Non_flowering_crop_edge,2,6-10%,Trifolium_pratense,10:05,10:25,23/07/14,Golvsta,No,NA,1,30,11
446,Bombus_terrestris,Non_flowering_crop_edge,2,6-10%,Trifolium_repens,10:05,10:25,23/07/14,Golvsta,No,NA,1,30,11
447,Bombus_pascuorum,Non_flowering_crop_edge,2,6-10%,Trifolium_pratense,10:05,10:25,23/07/14,Golvsta,No,NA,1,30,11
448,Bombus_hypnorum,Semi_natural_grasslands,3,61%_plus,Satureja_vulgaris,10:45,11:10,23/07/14,Golvsta,No,NA,1,30,11
449,Bombus_rupestris,Semi_natural_grasslands,3,61%_plus,Satureja_vulgaris,10:45,11:10,23/07/14,Golvsta,No,NA,1,30,11
450,Bombus_rupestris,Semi_natural_grasslands,3,61%_plus,Satureja_vulgaris,10:45,11:10,23/07/14,Golvsta,No,NA,1,30,11
451,Bombus_subterraneus,Semi_natural_grasslands,3,61%_plus,Satureja_vulgaris,10:45,11:10,23/07/14,Golvsta,No,NA,1,30,11
452,Bombus_hortorum,Semi_natural_grasslands,3,61%_plus,Lathyrus_pratensis,10:45,11:10,23/07/14,Golvsta,No,NA,1,30,11
453,Bombus_terrestris,Semi_natural_grasslands,3,61%_plus,Trifolium_pratense,10:45,11:10,23/07/14,Golvsta,No,NA,1,30,11
454,Bombus_terrestris,Semi_natural_grasslands,3,61%_plus,Trifolium_pratense,10:45,11:10,23/07/14,Golvsta,No,NA,1,30,11
455,Bombus_terrestris,Semi_natural_grasslands,3,61%_plus,Trifolium_pratense,10:45,11:10,23/07/14,Golvsta,No,NA,1,30,11
456,Bombus_subterraneus,Semi_natural_grasslands,3,61%_plus,Trifolium_pratense,10:45,11:10,23/07/14,Golvsta,No,NA,1,30,11
457,Bombus_rupestris,Maintained_roadside,4,21-40%,Trifolium_repens,11:40,12:00,23/07/14,Golvsta,No,NA,1,30,11
458,Bombus_hypnorum,Maintained_roadside,4,21-40%,Trifolium_repens,11:40,12:00,23/07/14,Golvsta,No,NA,1,30,11
459,Bombus_pascuorum,Maintained_roadside,4,21-40%,Trifolium_pratense,11:40,12:00,23/07/14,Golvsta,No,NA,1,30,11
460,Bombus_pascuorum,Maintained_roadside,4,21-40%,Trifolium_pratense,11:40,12:00,23/07/14,Golvsta,No,NA,1,30,11
461,Bombus_spp,Maintained_roadside,4,21-40%,Trifolium_pratense,11:40,12:00,23/07/14,Golvsta,No,NA,1,30,11
462,Bombus_pascuorum,Maintained_roadside,4,21-40%,Satureja_vulgaris,11:40,12:00,23/07/14,Golvsta,No,NA,1,30,11
463,Bombus_rupestris,Non_flowering_crop_edge,5,1-5%,Trifolium_hybridum_spp_hybridum,12:20,12:35,23/07/14,Golvsta,No,NA,1,30,11
464,Bombus_sylvestris,Maintained_drain,6,1-5%,Satureja_vulgaris,13:20,13:40,23/07/14,Golvsta,No,NA,1,30,11
465,Bombus_spp,Non_flowering_crop_edge,7,1-5%,Cirsium_arvense,14:05,14:20,23/07/14,Golvsta,No,NA,1,30,11
466,Bombus_soroeensis,Maintained_roadside,8,11-20%,Satureja_vulgaris,14:30,15:00,23/07/14,Golvsta,No,NA,1,30,11
467,Bombus_soroeensis,Maintained_roadside,8,11-20%,Satureja_vulgaris,14:30,15:00,23/07/14,Golvsta,No,NA,1,30,11
468,Bombus_soroeensis,Maintained_roadside,8,11-20%,Satureja_vulgaris,14:30,15:00,23/07/14,Golvsta,No,NA,1,30,11
469,Bombus_soroeensis,Maintained_roadside,8,11-20%,Satureja_vulgaris,14:30,15:00,23/07/14,Golvsta,No,NA,1,30,11
470,Bombus_pascuorum,Maintained_roadside,8,11-20%,Satureja_vulgaris,14:30,15:00,23/07/14,Golvsta,No,NA,1,30,11
471,Bombus_spp,Maintained_roadside,8,11-20%,Satureja_vulgaris,14:30,15:00,23/07/14,Golvsta,No,NA,1,30,11
472,Bombus_quadricolor,Maintained_roadside,8,11-20%,Cirsium_arvense,14:30,15:00,23/07/14,Golvsta,No,NA,1,30,11
473,Bombus_spp,Maintained_roadside,8,11-20%,Flying,14:30,15:00,23/07/14,Golvsta,No,NA,1,30,11
474,Bombus_ruderarius,Maintained_drain,1,6-10%,Crepis_tectorum_spp._Tectorum,09:45,10:10,27/07/14,L?by_N?rr,Yes,NA,1,27,17
475,Bombus_ruderarius,Maintained_drain,1,6-10%,Crepis_tectorum_spp._Tectorum,09:45,10:10,27/07/14,L?by_N?rr,Yes,NA,1,27,17
476,Bombus_ruderarius,Maintained_drain,1,6-10%,Crepis_tectorum_spp._Tectorum,09:45,10:10,27/07/14,L?by_N?rr,Yes,NA,1,27,17
477,Bombus_ruderarius,Maintained_drain,1,6-10%,Crepis_tectorum_spp._Tectorum,09:45,10:10,27/07/14,L?by_N?rr,Yes,NA,1,27,17
478,Bombus_spp,Maintained_drain,1,6-10%,Crepis_tectorum_spp._Tectorum,09:45,10:10,27/07/14,L?by_N?rr,Yes,NA,1,27,17
479,Bombus_rupestris,Maintained_drain,1,6-10%,Crepis_tectorum_spp._Tectorum,09:45,10:10,27/07/14,L?by_N?rr,Yes,NA,1,27,17
480,Bombus_ruderarius,Maintained_drain,1,6-10%,Trifolium_pratense,09:45,10:10,27/07/14,L?by_N?rr,Yes,NA,1,27,17
481,Bombus_ruderarius,Maintained_drain,1,6-10%,Trifolium_pratense,09:45,10:10,27/07/14,L?by_N?rr,Yes,NA,1,27,17
482,Bombus_ruderarius,Maintained_drain,1,6-10%,Trifolium_pratense,09:45,10:10,27/07/14,L?by_N?rr,Yes,NA,1,27,17
483,Bombus_ruderarius,Maintained_drain,1,6-10%,Trifolium_pratense,09:45,10:10,27/07/14,L?by_N?rr,Yes,NA,1,27,17
484,Bombus_spp,Maintained_drain,1,6-10%,Trifolium_pratense,09:45,10:10,27/07/14,L?by_N?rr,Yes,NA,1,27,17
485,Bombus_ruderarius,Maintained_drain,1,6-10%,Centaurea_jacea,09:45,10:10,27/07/14,L?by_N?rr,Yes,NA,1,27,17
486,Bombus_ruderarius,Maintained_drain,1,6-10%,Centaurea_jacea,09:45,10:10,27/07/14,L?by_N?rr,Yes,NA,1,27,17
487,Bombus_rupestris,Maintained_drain,1,6-10%,Centaurea_jacea,09:45,10:10,27/07/14,L?by_N?rr,Yes,NA,1,27,17
488,Bombus_rupestris,Maintained_drain,1,6-10%,Centaurea_jacea,09:45,10:10,27/07/14,L?by_N?rr,Yes,NA,1,27,17
489,Bombus_ruderarius,Maintained_drain,1,6-10%,Centaurea_jacea,09:45,10:10,27/07/14,L?by_N?rr,Yes,NA,1,27,17
490,Bombus_ruderarius,Semi_natural_grasslands,2,6-10%,Trifolium_pratense,10:30,10:55,27/07/14,L?by_N?rr,Yes,NA,1,27,17
491,Bombus_ruderarius,Semi_natural_grasslands,2,6-10%,Trifolium_pratense,10:30,10:55,27/07/14,L?by_N?rr,Yes,NA,1,27,17
492,Bombus_ruderarius,Semi_natural_grasslands,2,6-10%,Trifolium_pratense,10:30,10:55,27/07/14,L?by_N?rr,Yes,NA,1,27,17
493,Bombus_ruderarius,Semi_natural_grasslands,2,6-10%,Melampyrum_pratense,10:30,10:55,27/07/14,L?by_N?rr,Yes,NA,1,27,17
494,Bombus_ruderarius,Semi_natural_grasslands,2,6-10%,Trifolium_hybridum_spp_hybridum,10:30,10:55,27/07/14,L?by_N?rr,Yes,NA,1,27,17
495,Bombus_pascuorum,Semi_natural_grasslands,2,6-10%,Trifolium_hybridum_spp_hybridum,10:30,10:55,27/07/14,L?by_N?rr,Yes,NA,1,27,17
496,Bombus_sylvarum,Semi_natural_grasslands,2,6-10%,Trifolium_hybridum_spp_hybridum,10:30,10:55,27/07/14,L?by_N?rr,Yes,NA,1,27,17
497,Bombus_sylvarum,Semi_natural_grasslands,2,6-10%,Trifolium_hybridum_spp_hybridum,10:30,10:55,27/07/14,L?by_N?rr,Yes,NA,1,27,17
498,Bombus_rupestris,Semi_natural_grasslands,2,6-10%,Satureja_vulgaris,10:30,10:55,27/07/14,L?by_N?rr,Yes,NA,1,27,17
499,Bombus_pascuorum,Corridor,3,1-5%,Carduus_crispus,11:10,11:30,27/07/14,L?by_N?rr,Yes,NA,1,27,17
500,Bombus_pascuorum,Corridor,3,1-5%,Carduus_crispus,11:10,11:30,27/07/14,L?by_N?rr,Yes,NA,1,27,17
501,Bombus_quadricolor,Corridor,3,1-5%,Carduus_crispus,11:10,11:30,27/07/14,L?by_N?rr,Yes,NA,1,27,17
502,Bombus_quadricolor,Corridor,3,1-5%,Carduus_crispus,11:10,11:30,27/07/14,L?by_N?rr,Yes,NA,1,27,17
503,Bombus_quadricolor,Corridor,3,1-5%,Carduus_crispus,11:10,11:30,27/07/14,L?by_N?rr,Yes,NA,1,27,17
504,Bombus_quadricolor,Corridor,3,1-5%,Carduus_crispus,11:10,11:30,27/07/14,L?by_N?rr,Yes,NA,1,27,17
505,Bombus_quadricolor,Corridor,3,1-5%,Carduus_crispus,11:10,11:30,27/07/14,L?by_N?rr,Yes,NA,1,27,17
506,Bombus_pascuorum,Corridor,4,1-5%,Carduus_crispus,11:40,12:00,27/07/14,L?by_N?rr,Yes,NA,1,27,17
507,Bombus_pascuorum,Corridor,4,1-5%,Carduus_crispus,11:40,12:00,27/07/14,L?by_N?rr,Yes,NA,1,27,17
508,Bombus_pascuorum,Corridor,4,1-5%,Carduus_crispus,11:40,12:00,27/07/14,L?by_N?rr,Yes,NA,1,27,17
509,Bombus_pascuorum,Corridor,4,1-5%,Carduus_crispus,11:40,12:00,27/07/14,L?by_N?rr,Yes,NA,1,27,17
510,Bombus_pascuorum,Corridor,4,1-5%,Carduus_crispus,11:40,12:00,27/07/14,L?by_N?rr,Yes,NA,1,27,17
511,Bombus_pascuorum,Corridor,4,1-5%,Carduus_crispus,11:40,12:00,27/07/14,L?by_N?rr,Yes,NA,1,27,17
512,Bombus_pascuorum,Corridor,4,1-5%,Carduus_crispus,11:40,12:00,27/07/14,L?by_N?rr,Yes,NA,1,27,17
513,Bombus_pascuorum,Corridor,4,1-5%,Carduus_crispus,11:40,12:00,27/07/14,L?by_N?rr,Yes,NA,1,27,17
514,Bombus_spp,Corridor,4,1-5%,Carduus_crispus,11:40,12:00,27/07/14,L?by_N?rr,Yes,NA,1,27,17
515,Bombus_sylvarum,Corridor,4,1-5%,Carduus_crispus,11:40,12:00,27/07/14,L?by_N?rr,Yes,NA,1,27,17
516,Bombus_pascuorum,Corridor,5,Trace,Carduus_crispus,12:30,12:50,27/07/14,L?by_N?rr,Yes,NA,1,27,17
517,Bombus_pascuorum,Corridor,5,Trace,Carduus_crispus,12:30,12:50,27/07/14,L?by_N?rr,Yes,NA,1,27,17
518,Bombus_pascuorum,Corridor,5,Trace,Lathyrus_pratensis,12:30,12:50,27/07/14,L?by_N?rr,Yes,NA,1,27,17
519,Bombus_pascuorum,Corridor,5,Trace,Lathyrus_pratensis,12:30,12:50,27/07/14,L?by_N?rr,Yes,NA,1,27,17
520,Bombus_pascuorum,Corridor,5,Trace,Lathyrus_pratensis,12:30,12:50,27/07/14,L?by_N?rr,Yes,NA,1,27,17
521,Bombus_pascuorum,Forest,6,1-5%,Centaurea_jacea,13:05,13:25,27/07/14,L?by_N?rr,Yes,Canopy_gap_15m,1,27,17
522,Bombus_pascuorum,Forest,6,1-5%,Trifolium_hybridum_spp_hybridum,13:05,13:25,27/07/14,L?by_N?rr,Yes,Canopy_gap_15m,1,27,17
523,Bombus_pascuorum,Forest,6,1-5%,Trifolium_hybridum_spp_hybridum,13:05,13:25,27/07/14,L?by_N?rr,Yes,Canopy_gap_15m,1,27,17
524,Bombus_pascuorum,Forest,6,1-5%,Trifolium_hybridum_spp_hybridum,13:05,13:25,27/07/14,L?by_N?rr,Yes,Canopy_gap_15m,1,27,17
525,Bombus_hortorum,Forest_grassland_boundary,7,6-10%,Trifolium_pratense,13:25,13:55,27/07/14,L?by_N?rr,Yes,NA,1,27,17
526,Bombus_hortorum,Forest_grassland_boundary,7,6-10%,Trifolium_pratense,13:25,13:55,27/07/14,L?by_N?rr,Yes,NA,1,27,17
527,Bombus_hortorum,Forest_grassland_boundary,7,6-10%,Trifolium_pratense,13:25,13:55,27/07/14,L?by_N?rr,Yes,NA,1,27,17
528,Bombus_hortorum,Forest_grassland_boundary,7,6-10%,Trifolium_pratense,13:25,13:55,27/07/14,L?by_N?rr,Yes,NA,1,27,17
529,Bombus_hortorum,Forest_grassland_boundary,7,6-10%,Trifolium_pratense,13:25,13:55,27/07/14,L?by_N?rr,Yes,NA,1,27,17
530,Bombus_pascuorum,Forest_grassland_boundary,7,6-10%,Trifolium_pratense,13:25,13:55,27/07/14,L?by_N?rr,Yes,NA,1,27,17
531,Bombus_pascuorum,Forest_grassland_boundary,7,6-10%,Trifolium_pratense,13:25,13:55,27/07/14,L?by_N?rr,Yes,NA,1,27,17
532,Bombus_pascuorum,Forest_grassland_boundary,7,6-10%,Trifolium_pratense,13:25,13:55,27/07/14,L?by_N?rr,Yes,NA,1,27,17
533,Bombus_pascuorum,Forest_grassland_boundary,7,6-10%,Trifolium_pratense,13:25,13:55,27/07/14,L?by_N?rr,Yes,NA,1,27,17
534,Bombus_pascuorum,Forest_grassland_boundary,7,6-10%,Trifolium_pratense,13:25,13:55,27/07/14,L?by_N?rr,Yes,NA,1,27,17
535,Bombus_pascuorum,Forest_grassland_boundary,7,6-10%,Trifolium_pratense,13:25,13:55,27/07/14,L?by_N?rr,Yes,NA,1,27,17
536,Bombus_lapidarius,Forest_grassland_boundary,7,6-10%,Trifolium_pratense,13:25,13:55,27/07/14,L?by_N?rr,Yes,NA,1,27,17
537,Bombus_ruderarius,Forest_grassland_boundary,7,6-10%,Trifolium_pratense,13:25,13:55,27/07/14,L?by_N?rr,Yes,NA,1,27,17
538,Bombus_pascuorum,Forest_grassland_boundary,7,6-10%,Melampyrum_pratense,13:25,13:55,27/07/14,L?by_N?rr,Yes,NA,1,27,17
539,NA,Non_flowering_crop_edge,8,1-5%,NA,14:20,14:35,27/07/14,L?by_N?rr,Yes,NA,1,27,17
540,Bombus_soroeensis,Corridor,1,6-10%,Carduus_crispus,09:20,09:45,29/07/14,Stavby,Yes,NA,2,30,17
541,Bombus_terrestris,Corridor,1,6-10%,Carduus_crispus,09:20,09:45,29/07/14,Stavby,Yes,NA,2,30,17
542,Bombus_terrestris,Corridor,1,6-10%,Carduus_crispus,09:20,09:45,29/07/14,Stavby,Yes,NA,2,30,17
543,Bombus_sylvarum,Corridor,1,6-10%,Carduus_crispus,09:20,09:45,29/07/14,Stavby,Yes,NA,2,30,17
544,Bombus_terrestris,Corridor,1,6-10%,Carduus_crispus,09:20,09:45,29/07/14,Stavby,Yes,NA,2,30,17
545,Bombus_rupestris,Corridor,1,6-10%,Centaurea_jacea,09:20,09:45,29/07/14,Stavby,Yes,NA,2,30,17
546,Bombus_terrestris,Corridor,5,1-5%,Centaurea_jacea,10:25,10:50,29/07/14,Stavby,Yes,NA,2,30,17
547,Bombus_terrestris,Corridor,5,1-5%,Centaurea_jacea,10:25,10:50,29/07/14,Stavby,Yes,NA,2,30,17
548,Bombus_terrestris,Corridor,5,1-5%,Centaurea_jacea,10:25,10:50,29/07/14,Stavby,Yes,NA,2,30,17
549,Bombus_terrestris,Corridor,5,1-5%,Centaurea_jacea,10:25,10:50,29/07/14,Stavby,Yes,NA,2,30,17
550,Bombus_terrestris,Corridor,5,1-5%,Centaurea_jacea,10:25,10:50,29/07/14,Stavby,Yes,NA,2,30,17
551,Bombus_terrestris,Corridor,5,1-5%,Centaurea_jacea,10:25,10:50,29/07/14,Stavby,Yes,NA,2,30,17
552,Bombus_terrestris,Corridor,5,1-5%,Centaurea_jacea,10:25,10:50,29/07/14,Stavby,Yes,NA,2,30,17
553,Bombus_barbutellus,Corridor,5,1-5%,Centaurea_jacea,10:25,10:50,29/07/14,Stavby,Yes,NA,2,30,17
554,Bombus_pascuorum,Corridor,5,1-5%,Centaurea_jacea,10:25,10:50,29/07/14,Stavby,Yes,NA,2,30,17
555,Bombus_pascuorum,Corridor,5,1-5%,Centaurea_jacea,10:25,10:50,29/07/14,Stavby,Yes,NA,2,30,17
556,Bombus_norvegicus,Corridor,5,1-5%,Centaurea_jacea,10:25,10:50,29/07/14,Stavby,Yes,NA,2,30,17
557,Bombus_terrestris,Corridor,5,1-5%,Carduus_crispus,10:25,10:50,29/07/14,Stavby,Yes,NA,2,30,17
558,Bombus_soroeensis,Corridor,5,1-5%,Cirsium_arvense,10:25,10:50,29/07/14,Stavby,Yes,NA,2,30,17
559,Bombus_pratorum,Corridor,5,1-5%,Cirsium_arvense,10:25,10:50,29/07/14,Stavby,Yes,NA,2,30,17
560,Bombus_bohemicus,Corridor,5,1-5%,Cirsium_arvense,10:25,10:50,29/07/14,Stavby,Yes,NA,2,30,17
561,Bombus_soroeensis,Forest_grassland_boundary,6,1-5%,Malva_spps,11:10,11:35,29/07/14,Stavby,Yes,NA,2,30,17
562,Bombus_soroeensis,Forest_grassland_boundary,6,1-5%,Malva_spps,11:10,11:35,29/07/14,Stavby,Yes,NA,2,30,17
563,Bombus_quadricolor,Forest_grassland_boundary,6,1-5%,Malva_spps,11:10,11:35,29/07/14,Stavby,Yes,NA,2,30,17
564,Bombus_quadricolor,Forest_grassland_boundary,6,1-5%,Malva_spps,11:10,11:35,29/07/14,Stavby,Yes,NA,2,30,17
565,Bombus_quadricolor,Forest_grassland_boundary,6,1-5%,Malva_spps,11:10,11:35,29/07/14,Stavby,Yes,NA,2,30,17
566,Bombus_pascuorum,Forest_grassland_boundary,6,1-5%,Trifolium_repens,11:10,11:35,29/07/14,Stavby,Yes,NA,2,30,17
567,Bombus_pascuorum,Corridor,7,1-5%,Centaurea_jacea,11:45,12:00,29/07/14,Stavby,Yes,NA,2,30,17
568,Bombus_pascuorum,Corridor,7,1-5%,Centaurea_jacea,11:45,12:00,29/07/14,Stavby,Yes,NA,2,30,17
569,Bombus_pascuorum,Non_flowering_crop_edge,2,1-5%,Centaurea_jacea,12:25,12:45,29/07/14,Stavby,Yes,NA,2,30,17
570,Bombus_rupestris,Non_flowering_crop_edge,2,1-5%,Centaurea_jacea,12:25,12:45,29/07/14,Stavby,Yes,NA,2,30,17
571,Bombus_terrestris,Non_flowering_crop_edge,3,1-5%,Trifolium_pratense,12:50,13:05,29/07/14,Stavby,Yes,NA,2,30,17
572,Bombus_pascuorum,Non_flowering_crop_edge,3,1-5%,Trifolium_pratense,12:50,13:05,29/07/14,Stavby,Yes,NA,2,30,17
